soil_moisture,temperature,humidity,rainfall,irrigation_level
79.73,18.56,85.84,46.13,0
14.99,10.23,99.37,54.26,1
22.93,22.04,42.97,14.19,2
72.23,39.96,50.83,70.78,1
72.0,41.77,74.05,88.29,1
64.11,18.1,94.34,27.8,1
69.39,48.36,90.47,18.04,1
54.27,30.1,15.18,76.05,2
25.18,46.68,25.22,18.35,3
34.57,38.27,77.91,4.13,2
18.16,38.9,72.0,61.92,2
90.85,13.4,21.99,23.98,1
58.34,18.8,55.19,17.18,1
40.09,10.35,80.27,98.16,1
46.2,38.65,29.69,29.19,2
94.73,23.78,88.42,90.34,0
15.34,41.47,14.77,17.82,3
58.62,23.56,80.4,81.9,1
50.59,42.77,65.42,50.2,1
61.15,15.23,38.37,7.86,2
1.81,16.93,74.88,73.36,2
87.21,23.64,80.41,89.21,0
93.21,26.34,94.05,16.3,0
56.51,23.95,43.1,72.56,1
69.67,40.55,71.74,44.51,1
92.25,13.88,64.24,75.39,0
70.72,24.05,57.27,71.39,1
15.25,43.49,90.14,2.66,2
57.63,12.67,10.29,17.87,2
60.67,47.69,35.39,47.1,2
42.41,49.45,58.44,93.36,1
73.64,13.54,26.05,34.21,1
93.44,21.65,91.71,62.89,0
92.56,24.9,68.28,1.21,1
45.08,41.06,53.01,71.11,2
11.32,33.84,83.32,60.31,2
98.48,35.77,50.58,71.54,0
83.89,40.3,60.28,90.47,1
12.47,14.72,10.25,14.65,3
92.08,43.33,42.91,26.16,1
86.99,38.22,22.49,99.58,1
51.88,33.09,72.07,15.63,2
59.13,45.59,53.11,72.06,1
39.9,38.01,37.16,72.51,2
5.48,18.07,52.1,68.3,2
33.52,27.19,28.87,22.74,2
80.29,29.76,93.26,21.51,1
0.46,12.21,14.86,66.63,2
33.35,48.19,87.89,18.63,2
39.82,15.14,56.02,66.16,1
53.74,37.9,65.71,49.25,1
91.99,30.25,37.23,38.66,1
34.63,11.03,97.0,30.02,1
34.7,46.99,35.37,94.76,2
73.75,44.07,63.0,50.81,1
45.22,30.97,99.41,56.13,1
22.46,19.16,89.3,94.93,1
45.24,14.86,58.27,65.39,1
14.09,24.54,99.13,95.79,1
17.64,20.22,73.12,10.64,2
49.84,30.27,28.78,84.66,1
41.89,48.66,46.5,33.54,2
91.48,33.0,40.1,81.05,1
36.24,45.6,40.96,85.56,2
58.06,36.04,78.44,27.15,1
63.23,29.01,62.58,40.88,1
1.31,44.18,13.43,72.6,3
66.35,28.85,88.97,9.91,1
17.8,44.75,36.71,75.55,2
96.11,21.66,99.74,11.05,0
14.87,15.15,95.88,91.45,1
41.46,44.21,94.65,27.63,2
8.53,33.5,83.0,57.56,2
99.69,45.56,29.86,11.72,1
50.22,47.51,57.94,26.95,2
59.54,12.15,30.19,40.4,1
6.71,30.04,33.37,48.7,3
75.0,25.0,64.99,0.01,1
20.99,35.03,13.68,88.87,2
89.81,41.74,97.25,0.77,1
20.51,21.22,92.68,77.37,1
19.07,32.27,44.27,47.06,2
3.65,38.35,56.39,52.39,2
47.21,15.38,51.95,20.83,2
56.48,42.56,89.4,60.74,1
6.57,34.24,71.97,53.72,2
77.55,47.98,35.03,16.42,2
45.33,23.58,50.22,23.81,2
52.44,14.33,48.61,6.69,2
44.08,30.26,96.34,6.63,1
40.08,13.43,25.78,1.38,2
55.96,48.78,18.06,22.05,2
15.52,11.55,89.26,67.97,1
18.19,40.14,90.7,31.62,2
86.18,31.0,88.46,34.27,1
94.61,24.74,55.99,13.19,1
37.33,12.63,69.38,57.55,1
27.07,34.89,60.7,34.21,2
64.4,33.41,16.25,67.63,1
40.87,21.24,63.63,74.15,1
2.54,46.41,11.23,58.47,3
15.62,22.16,39.25,27.61,2
71.6,27.99,93.91,50.86,1
65.89,31.75,37.36,25.19,2
2.71,14.01,94.58,90.29,1
22.2,47.29,32.51,76.64,2
23.11,24.98,38.31,49.3,2
67.19,13.23,66.56,96.55,0
1.97,25.49,78.55,54.68,2
10.41,34.01,55.12,32.85,2
79.99,30.55,89.39,9.55,1
17.85,37.78,13.62,54.37,3
65.27,12.22,93.0,86.04,0
23.82,21.38,27.67,86.67,2
9.94,42.77,89.58,60.46,2
24.32,13.2,46.08,39.34,2
72.23,44.22,84.95,65.03,1
85.57,13.68,70.45,76.21,0
83.02,43.38,25.83,41.16,1
39.72,24.43,92.62,47.63,1
66.81,34.49,32.1,68.06,1
20.5,16.12,31.97,87.67,2
29.31,12.65,83.28,79.1,1
89.63,18.64,19.53,2.24,1
1.3,15.11,29.98,12.44,3
8.55,22.5,55.33,85.28,2
20.79,30.58,84.74,83.38,1
2.65,33.55,23.27,38.88,3
18.14,41.59,59.29,58.43,2
58.3,36.25,74.01,90.58,1
42.14,34.35,87.45,91.16,1
89.27,26.47,94.2,78.31,0
81.74,28.95,80.62,20.96,1
34.18,26.58,68.75,73.03,1
25.94,43.69,49.03,10.11,2
37.97,19.2,20.09,89.39,2
59.03,10.23,73.88,14.91,1
26.81,36.05,99.35,66.23,1
62.41,18.1,76.31,61.02,1
40.94,45.6,11.5,77.69,2
55.2,44.36,54.66,55.16,1
43.61,13.07,65.32,5.96,2
29.45,14.26,72.07,70.58,1
94.85,29.81,74.78,38.32,0
76.36,34.37,60.23,32.03,1
14.01,21.0,30.1,99.17,2
86.85,38.67,94.8,59.04,0
48.74,33.8,72.7,71.07,1
89.46,22.99,31.32,52.63,1
79.99,11.01,39.01,77.0,1
42.52,40.01,92.97,75.21,1
2.25,18.59,89.87,65.71,2
26.87,43.38,46.46,99.77,2
54.16,26.81,13.45,45.98,2
63.35,33.08,14.36,70.62,1
25.79,44.92,35.55,79.78,2
13.94,44.54,66.62,37.6,2
83.49,24.86,62.58,45.72,1
98.44,18.36,67.04,96.92,0
52.57,41.01,74.56,3.23,2
17.17,27.32,11.71,33.53,3
27.23,17.68,19.46,48.62,2
1.84,46.18,42.35,0.15,3
91.43,17.92,23.94,89.91,0
11.78,11.03,16.78,28.62,3
57.65,10.81,67.69,25.77,1
27.41,34.89,83.38,82.03,1
55.42,36.47,77.74,27.8,1
65.14,22.44,83.53,65.76,1
82.97,22.8,69.93,82.15,0
20.64,23.58,76.18,79.25,2
1.1,37.21,34.46,78.2,3
13.69,12.33,99.37,8.86,2
90.0,47.16,26.48,7.98,1
87.39,18.9,29.3,30.68,1
59.74,49.99,36.0,3.59,2
60.05,16.86,97.78,50.04,1
66.5,40.86,98.95,39.48,1
17.54,18.94,81.54,55.7,2
91.44,13.23,66.62,29.88,0
41.88,45.0,56.81,48.58,2
38.31,44.35,97.36,33.47,2
51.89,26.14,72.61,19.52,1
4.7,38.1,95.03,64.94,2
16.63,32.28,38.49,67.34,2
73.8,44.12,40.04,82.92,1
8.28,22.6,86.93,87.48,2
60.32,30.95,23.49,70.45,1
24.53,29.41,95.13,68.75,1
38.93,24.16,55.67,5.67,2
28.87,45.66,93.38,10.98,2
35.57,16.64,40.31,81.26,1
71.9,15.98,74.44,23.3,1
29.71,33.08,53.46,35.56,2
56.64,36.3,66.41,14.53,2
47.61,17.78,55.39,19.52,2
66.37,25.63,97.04,77.54,0
93.68,47.86,72.29,26.19,1
73.26,19.86,32.62,44.9,1
21.49,36.73,91.87,15.17,2
3.12,39.61,36.46,67.79,3
26.23,27.93,43.44,72.83,2
59.51,47.5,19.19,36.17,2
5.14,39.47,91.0,78.47,2
49.64,28.32,35.75,23.99,2
59.68,32.77,33.3,69.19,1
33.42,37.7,92.82,73.0,1
77.09,33.69,82.5,96.87,0
10.66,45.15,22.7,23.23,3
7.51,24.28,79.24,9.37,2
72.82,22.0,92.17,26.3,1
49.55,18.55,17.07,12.29,2
68.84,11.51,84.27,16.97,1
43.48,11.72,59.27,33.41,1
24.64,44.8,70.23,41.4,2
81.91,37.14,54.36,90.37,1
79.94,36.42,72.8,19.56,1
69.47,34.59,13.07,97.18,1
27.21,43.97,78.64,81.02,2
59.02,29.21,13.0,88.15,1
36.1,44.82,50.98,92.94,2
9.16,24.38,23.59,75.32,2
91.73,47.07,84.12,78.88,0
13.68,37.95,38.23,43.78,2
95.02,20.29,50.87,51.05,0
44.6,32.56,48.59,93.25,1
18.51,31.32,79.53,37.83,2
54.19,15.52,53.3,4.19,2
87.29,33.65,81.01,76.28,0
73.22,22.59,16.62,57.32,1
80.66,12.09,27.24,81.49,1
65.88,47.95,59.64,7.56,2
69.23,35.66,95.24,62.12,1
84.92,45.08,16.73,24.77,2
24.97,37.04,13.88,90.33,2
48.94,24.28,24.09,10.99,2
22.12,30.51,67.7,84.31,2
98.77,37.03,45.91,8.86,1
94.41,48.41,84.3,2.51,1
3.94,20.15,16.47,23.51,3
70.56,45.0,27.68,33.3,2
92.52,46.96,37.0,62.65,1
18.06,36.82,66.41,13.17,2
56.79,47.25,71.67,43.73,1
91.55,25.92,21.18,20.43,1
3.39,48.12,94.94,85.53,2
69.74,38.11,40.69,4.5,2
29.73,11.68,74.19,35.59,2
92.44,46.27,57.18,63.14,1
97.11,29.38,30.05,91.31,0
94.43,28.41,86.16,86.8,0
47.42,32.66,83.64,89.52,1
86.2,15.98,45.65,6.29,1
84.45,28.77,62.97,84.09,0
31.91,43.25,33.2,77.99,2
82.89,10.62,72.09,90.24,0
3.7,20.92,37.81,31.16,3
59.63,10.1,85.97,91.18,0
23.0,26.63,29.56,40.26,2
12.06,39.13,11.33,63.41,3
7.7,41.95,34.17,42.42,3
69.63,47.81,27.19,42.76,2
33.99,34.34,55.75,54.66,2
72.48,20.19,28.33,35.59,1
6.54,46.97,78.69,79.27,2
31.53,41.01,31.72,63.36,2
53.95,32.98,73.63,68.98,1
79.07,37.83,62.06,23.1,1
31.88,46.97,98.76,96.96,1
62.59,38.5,99.99,66.02,1
88.6,24.73,88.26,19.72,1
61.59,38.52,78.4,75.05,1
23.3,11.61,44.78,17.37,2
2.44,25.46,77.79,6.34,2
87.01,26.25,96.1,52.76,0
2.13,16.67,12.1,55.35,3
87.47,10.92,58.41,18.9,1
52.89,15.34,29.62,34.84,2
93.91,36.18,60.21,94.58,0
79.88,42.09,51.98,28.5,1
99.79,49.53,61.82,15.56,1
35.07,23.85,59.59,99.26,1
76.72,33.98,96.41,30.23,1
40.19,47.49,59.7,68.03,2
47.99,16.68,86.16,23.16,1
62.75,38.71,38.78,55.01,1
87.37,40.2,49.43,38.63,1
98.41,13.56,52.34,96.16,0
76.83,44.45,35.09,43.28,1
41.78,42.52,44.18,58.42,2
42.14,11.34,63.87,94.48,1
73.76,13.64,62.22,98.92,0
23.88,11.97,67.28,10.17,2
11.05,23.39,41.66,83.43,2
35.46,30.37,38.42,38.21,2
28.72,31.29,65.05,59.48,2
29.63,20.71,21.96,37.5,2
23.36,46.46,32.77,40.11,2
4.21,24.73,13.79,15.89,3
1.79,11.82,16.53,57.28,3
98.77,22.01,31.9,54.67,1
42.78,31.24,11.76,18.94,2
38.43,26.33,32.09,54.17,2
67.96,20.95,68.95,97.31,0
21.83,15.25,15.5,71.44,2
95.0,42.77,49.31,48.1,1
78.63,49.85,92.18,91.61,0
8.94,23.18,81.22,57.53,2
41.76,25.26,37.49,13.5,2
87.91,34.72,93.23,54.75,0
94.47,38.74,39.67,18.1,1
46.74,25.68,16.53,76.75,2
61.34,46.2,99.47,96.72,1
16.7,32.4,88.3,36.08,2
99.12,28.02,51.93,43.49,1
23.17,35.87,69.97,42.15,2
94.27,48.11,70.41,28.53,1
64.96,41.78,27.5,79.42,1
60.77,11.6,28.0,61.77,1
51.27,23.29,52.26,6.41,2
23.07,28.82,92.04,83.88,1
17.65,22.58,10.9,18.71,3
22.05,38.01,80.43,97.92,1
18.64,43.05,15.18,37.67,3
77.96,39.25,53.04,61.64,1
35.01,49.57,67.41,7.78,2
5.78,20.9,71.81,34.47,2
96.91,45.0,15.26,80.24,1
88.38,40.66,47.67,47.72,1
92.78,24.49,62.55,90.46,0
99.49,39.36,15.94,57.51,1
17.39,14.16,22.16,92.86,2
39.62,41.57,69.73,98.26,1
75.82,31.29,56.95,45.39,1
69.6,21.69,24.56,56.52,1
15.39,36.23,58.17,83.49,2
81.58,35.66,92.14,22.15,1
22.44,18.38,11.4,86.16,2
22.38,11.22,67.84,59.19,2
53.7,27.34,16.63,72.55,2
59.29,32.78,10.58,7.99,2
58.01,45.06,23.56,76.62,2
9.15,47.13,48.06,31.08,3
87.75,31.15,82.21,80.52,0
26.56,40.15,35.36,50.92,2
12.95,27.57,66.31,27.46,2
88.87,39.84,47.0,95.28,1
95.57,18.19,31.09,76.51,0
86.21,24.84,56.28,98.57,0
80.95,35.37,81.77,36.45,1
65.52,10.73,84.92,64.92,0
55.09,38.9,86.19,61.16,1
8.7,43.42,40.47,68.76,2
40.85,25.97,81.41,3.83,2
37.27,27.92,29.1,29.17,2
25.98,44.05,76.46,90.93,2
72.34,41.03,95.35,42.38,1
49.59,21.53,11.24,96.06,1
8.1,22.96,49.63,21.35,2
22.02,37.16,68.3,99.74,2
68.33,32.53,73.16,69.76,1
7.61,16.49,25.85,77.64,2
85.12,22.4,97.5,39.69,0
49.51,46.0,65.37,90.7,1
48.06,37.53,24.79,54.55,2
59.24,49.44,11.85,68.09,2
82.47,40.68,80.49,9.48,1
34.78,47.68,17.17,63.17,2
67.8,18.65,22.69,87.91,1
56.57,40.86,61.73,17.83,2
26.7,10.81,64.32,73.77,1
87.86,36.83,71.82,2.54,1
79.74,28.77,45.42,92.62,1
65.85,23.87,79.65,98.29,0
85.06,44.5,97.69,35.42,1
86.73,44.17,34.4,10.71,1
70.84,10.89,73.27,65.86,0
83.7,34.38,93.56,2.98,1
69.75,24.71,71.77,48.25,1
68.01,26.63,71.3,27.18,1
61.86,43.28,30.14,47.33,2
75.27,22.39,58.16,1.83,1
15.86,47.72,60.63,5.16,3
88.09,17.19,73.01,1.6,1
87.18,36.51,99.71,61.91,0
2.92,36.88,13.03,56.01,3
82.58,20.09,15.87,23.32,1
12.89,22.99,17.02,64.66,2
33.51,43.39,76.87,88.42,1
74.35,40.47,22.27,27.73,2
16.08,23.16,66.02,83.2,2
81.8,31.36,39.22,66.25,1
83.21,12.47,51.16,3.38,1
50.75,18.35,29.41,37.51,2
0.64,29.43,87.95,50.78,2
28.7,13.44,62.75,73.17,1
61.69,43.73,95.01,28.71,1
98.12,38.72,61.71,98.27,0
63.18,47.75,21.15,68.45,2
25.98,37.74,25.38,37.28,2
63.4,47.62,99.02,9.7,1
54.0,32.18,75.3,18.14,1
77.98,34.01,14.44,48.76,1
10.7,49.08,73.34,49.47,2
76.1,35.69,47.1,76.77,1
54.13,11.23,37.65,72.62,1
96.3,38.95,23.87,20.13,1
34.19,46.22,85.59,59.5,2
63.26,41.82,15.75,2.06,2
93.2,33.35,36.09,39.85,1
10.25,36.85,37.57,76.41,2
93.72,49.61,24.48,39.95,1
68.79,13.63,55.74,83.56,1
6.78,36.69,11.05,97.62,2
30.1,21.34,37.09,60.72,2
70.82,35.6,94.03,14.5,1
6.74,34.3,37.95,37.97,3
58.22,16.14,42.44,0.95,2
34.59,18.27,52.58,60.27,2
62.09,34.87,60.55,82.16,1
4.57,15.13,82.78,62.99,2
87.15,20.61,27.13,78.61,1
97.35,43.41,88.46,79.99,0
96.89,23.08,78.18,85.1,0
74.97,29.52,75.04,26.67,1
13.01,47.65,17.81,87.13,3
75.83,19.09,11.95,65.41,1
2.46,25.59,63.46,28.97,2
2.21,34.26,87.68,98.73,2
32.36,40.21,62.6,95.02,2
48.86,46.07,29.19,57.44,2
77.04,46.62,18.15,84.32,1
68.33,41.07,72.96,26.15,1
44.59,19.13,74.96,41.6,1
27.36,10.99,25.53,18.4,2
99.71,25.35,12.54,52.01,1
42.62,15.66,46.75,49.6,2
45.14,38.42,62.44,21.28,2
16.36,36.45,73.54,67.28,2
79.48,11.76,82.9,11.78,1
69.37,43.46,64.95,6.17,1
22.08,19.95,19.98,38.49,2
8.24,27.29,71.43,40.98,2
68.05,36.72,98.58,31.97,1
65.45,27.18,91.5,25.79,1
27.33,27.65,88.45,33.88,2
95.09,12.63,37.2,16.34,1
15.11,26.06,77.57,40.35,2
43.23,40.59,86.6,90.46,1
94.36,46.61,71.05,22.44,1
41.97,26.54,32.55,68.45,2
63.85,26.94,95.85,14.18,1
39.76,38.11,50.57,35.39,2
27.42,47.71,21.68,32.12,3
98.4,20.68,19.88,93.7,0
40.93,27.61,68.28,42.8,2
89.41,41.84,49.39,69.05,1
23.0,34.39,18.5,60.25,2
21.31,14.42,76.63,14.1,2
3.11,35.11,81.94,93.95,2
65.17,17.47,75.29,34.59,1
36.85,30.41,28.2,4.48,2
86.44,31.16,72.08,30.04,1
47.32,45.05,10.97,33.56,2
96.82,28.5,37.46,9.27,1
18.55,21.18,45.89,62.0,2
86.86,19.24,85.17,34.68,0
77.66,44.97,45.14,62.91,1
77.09,16.84,11.01,0.67,2
84.48,27.03,41.71,98.2,0
76.1,17.49,54.9,17.05,1
62.62,40.93,95.41,65.93,1
13.12,28.97,94.69,71.58,2
3.25,24.05,26.28,17.16,3
92.08,24.44,26.66,11.17,1
61.67,44.09,24.7,15.26,2
79.65,32.15,81.0,24.68,1
48.15,38.71,10.54,16.82,2
11.73,45.88,21.45,67.4,3
12.52,46.07,58.42,42.08,2
68.56,23.14,32.28,53.78,1
43.03,48.1,18.31,4.73,3
20.05,11.0,42.39,86.12,2
49.16,25.07,34.68,17.06,2
6.42,45.83,56.0,36.02,3
58.2,20.99,98.13,7.19,1
26.9,20.92,21.19,13.68,2
79.76,22.1,43.55,66.58,1
31.04,34.49,93.88,69.26,1
45.52,27.53,88.92,67.7,1
1.16,39.07,45.48,55.21,3
7.24,45.8,72.91,95.25,2
39.25,36.97,17.91,50.72,2
47.99,18.18,74.13,44.94,1
60.0,47.31,97.56,24.75,1
29.17,20.58,58.37,9.88,2
69.5,16.0,54.86,54.82,1
86.01,13.6,26.86,31.49,1
77.99,32.54,67.04,52.4,1
3.96,14.55,63.14,20.61,2
48.05,15.55,68.67,83.82,1
10.49,22.0,12.35,99.97,2
24.2,21.27,59.39,32.24,2
98.67,34.17,63.54,84.23,0
14.25,42.67,28.68,87.3,2
49.89,40.45,28.75,99.61,1
61.82,20.5,34.86,34.27,1
70.25,19.81,74.05,75.6,1
55.96,48.63,64.56,22.88,2
0.98,10.33,86.12,62.48,2
32.65,45.19,36.61,70.48,2
51.77,17.99,92.09,74.11,1
8.79,47.89,76.93,20.72,2
35.06,23.69,45.55,84.87,2
3.32,27.61,18.57,42.1,3
7.86,38.28,33.13,21.64,3
39.69,33.51,96.11,54.25,1
13.27,22.72,37.93,86.34,2
56.75,32.15,39.69,96.71,1
68.95,39.23,27.06,74.82,1
80.06,11.69,82.62,0.56,1
20.02,10.45,34.81,13.47,2
16.75,28.32,39.72,7.63,3
10.46,15.27,47.29,10.12,2
63.64,36.57,49.04,38.3,1
70.65,18.56,47.02,33.85,1
3.16,27.31,55.34,11.37,3
93.62,17.91,83.31,88.22,0
5.2,31.94,83.74,61.54,2
54.13,14.64,81.85,79.65,1
70.91,10.92,19.1,37.15,1
87.1,12.05,81.97,41.02,0
71.41,48.17,20.82,31.76,2
80.17,15.69,21.23,43.84,1
33.95,38.34,95.31,61.04,1
81.48,12.72,83.75,49.3,0
8.01,14.33,59.72,83.79,2
89.48,30.36,88.75,90.01,0
54.76,28.59,99.04,46.97,1
81.73,48.06,64.96,23.97,1
45.23,47.79,65.16,94.52,1
64.36,41.18,77.9,73.5,1
52.64,34.08,30.89,64.01,2
73.16,28.2,25.04,74.54,1
8.16,24.25,78.36,7.6,2
6.04,47.88,41.04,6.76,3
24.71,34.12,22.16,15.31,3
15.95,33.16,38.34,14.75,3
87.18,19.28,42.28,42.07,1
21.92,11.87,96.87,15.74,2
97.59,47.81,72.82,85.45,0
33.69,22.55,57.78,57.81,2
18.21,27.7,97.2,36.83,2
78.97,14.59,91.28,6.96,1
65.87,43.48,56.08,59.1,1
49.82,11.11,91.51,11.65,1
55.54,43.36,46.39,74.32,1
71.92,15.61,30.74,80.28,1
22.85,45.46,30.94,54.4,2
99.63,39.19,69.61,14.96,1
97.48,16.59,55.1,78.69,0
65.03,32.63,69.31,30.78,1
19.95,22.51,71.75,22.27,2
68.02,17.13,12.01,47.06,1
7.22,44.37,14.86,92.26,3
3.07,26.14,57.94,29.74,2
25.77,25.94,27.19,90.56,2
46.26,16.8,66.93,5.37,2
86.83,25.32,59.7,8.35,1
72.72,44.86,62.72,69.86,1
74.27,24.53,37.22,19.06,1
42.55,48.06,67.59,31.66,2
34.59,47.85,84.65,13.64,2
37.1,15.8,99.83,33.22,1
98.76,17.09,85.46,28.05,0
4.01,44.51,60.17,73.63,2
86.7,25.71,27.41,70.2,1
57.87,10.17,71.33,95.49,1
43.86,20.95,94.39,72.44,1
72.53,33.91,29.07,69.48,1
48.67,41.97,33.04,69.42,2
87.34,15.34,23.41,88.3,1
90.07,14.42,76.3,29.62,0
42.17,46.88,46.59,30.01,2
27.68,40.05,15.64,74.12,2
59.24,33.59,88.75,22.87,1
91.24,40.77,60.19,91.2,0
21.07,27.15,39.8,53.48,2
62.3,40.34,40.96,30.01,2
63.16,24.87,36.12,77.61,1
73.31,19.76,50.99,31.23,1
13.16,39.16,40.33,96.33,2
71.58,26.79,59.32,98.3,1
90.9,49.26,79.62,66.68,1
17.97,23.98,70.7,11.36,2
23.75,46.87,36.5,26.32,3
97.14,47.32,57.59,51.54,1
18.1,19.67,85.61,85.14,1
85.44,41.93,16.14,18.49,2
49.23,27.32,17.05,10.44,2
24.72,46.7,60.06,7.45,2
87.07,28.0,67.52,50.7,1
44.53,39.77,29.03,88.47,2
51.48,28.68,77.07,4.24,2
35.92,19.11,68.16,21.23,2
59.3,17.97,93.1,69.33,1
16.35,27.02,25.21,82.59,2
39.11,40.22,77.62,80.74,1
96.94,34.2,17.53,78.51,1
25.81,37.55,60.88,12.98,2
65.67,21.29,59.67,39.72,1
32.52,29.26,44.95,98.47,2
77.35,11.78,86.01,98.89,0
13.09,42.7,10.39,60.24,3
96.98,49.6,56.82,70.93,1
45.38,26.28,29.54,95.13,1
23.61,10.44,76.91,44.99,2
7.35,16.79,13.88,13.69,3
16.98,36.1,84.84,66.89,2
51.98,34.48,85.43,96.01,1
33.7,41.51,84.96,69.72,1
82.89,20.16,23.73,80.33,1
43.09,40.55,66.74,42.27,2
24.87,37.52,11.29,9.65,3
61.71,22.91,86.32,16.89,1
70.68,31.82,75.07,98.27,0
16.7,15.89,57.8,49.32,2
16.76,28.1,75.75,1.2,2
3.67,45.25,18.49,95.54,3
73.64,26.85,57.58,49.78,1
66.38,43.58,36.21,83.63,1
47.46,33.61,97.54,54.85,1
84.42,17.68,87.14,10.17,1
80.57,33.24,75.99,61.56,1
58.54,30.24,94.04,99.74,1
86.83,25.95,41.22,3.47,1
20.58,14.79,91.08,84.18,1
11.19,26.67,39.27,23.55,3
26.97,12.91,75.95,39.39,2
5.71,13.95,76.28,37.27,2
53.12,26.64,11.65,89.88,1
93.66,22.22,42.5,50.45,1
3.93,47.02,11.75,44.72,3
12.21,25.03,99.74,81.8,1
45.22,40.31,21.0,4.89,2
93.39,31.21,58.85,8.65,1
31.62,38.16,81.15,2.17,2
50.72,20.4,28.11,68.8,1
4.16,47.68,53.65,52.56,3
14.83,31.2,64.67,87.6,2
98.66,43.25,24.42,49.85,1
96.51,24.6,80.07,22.18,0
0.49,14.01,36.94,80.51,2
95.18,36.95,28.99,29.43,1
63.91,10.31,60.25,93.57,1
86.79,29.01,46.93,25.04,1
45.47,17.71,92.83,16.77,1
51.56,35.1,89.21,49.33,1
48.88,49.18,53.5,5.05,2
66.69,28.58,42.33,3.64,2
13.97,42.7,39.3,49.6,2
3.0,30.31,34.08,21.51,3
30.79,29.83,59.01,0.94,2
70.47,47.22,82.45,29.61,1
20.19,45.6,37.97,47.74,2
67.34,41.43,27.11,39.43,2
96.99,21.85,52.79,13.55,1
9.39,31.8,16.21,57.97,3
67.26,18.96,73.12,71.03,1
44.38,27.76,56.65,67.55,1
86.81,29.37,54.67,39.38,1
17.71,43.27,37.04,13.76,3
69.26,45.84,91.42,49.95,1
83.81,26.58,18.14,89.04,1
94.46,10.71,88.28,46.87,0
68.32,44.47,43.9,19.57,2
49.72,16.97,89.26,9.31,1
61.78,34.88,75.59,94.39,1
86.89,11.0,19.38,74.3,1
57.06,25.98,84.84,31.3,1
3.04,49.44,71.4,29.54,3
93.09,14.03,12.91,89.52,1
68.95,26.95,22.03,17.76,2
67.65,22.29,67.21,53.5,1
21.57,46.2,69.63,71.35,2
65.89,44.77,77.2,39.64,1
39.39,19.51,74.82,3.99,2
65.12,13.25,69.36,22.78,1
10.66,35.09,78.96,90.18,2
65.78,23.45,61.76,52.31,1
99.94,36.88,33.47,81.54,1
4.82,11.28,92.11,55.57,2
97.72,15.34,11.64,94.36,0
40.69,37.45,42.99,90.91,2
87.08,18.49,75.6,48.29,0
78.24,44.3,48.44,31.83,1
56.7,12.34,12.24,60.17,1
73.84,18.62,15.94,67.49,1
87.85,49.94,68.38,49.84,1
40.41,27.32,96.84,82.23,1
32.7,38.12,59.67,18.33,2
66.76,17.31,55.61,33.44,1
80.78,34.39,38.65,68.64,1
76.23,39.04,33.1,24.67,1
79.78,22.58,11.89,43.98,1
43.56,43.16,34.57,96.37,2
81.78,34.14,50.42,62.59,1
12.02,25.56,27.82,94.91,2
54.45,32.31,17.86,72.24,2
0.58,33.07,74.6,72.47,2
32.46,16.62,90.52,59.19,1
36.65,26.11,94.31,14.22,2
39.62,23.74,65.62,51.97,1
69.55,26.04,14.75,25.27,2
38.86,40.44,76.68,99.87,1
44.87,29.3,19.91,26.7,2
23.75,47.61,70.28,23.07,2
37.33,21.75,80.14,62.39,1
22.73,26.63,75.33,51.09,2
7.32,41.48,95.67,2.14,2
60.34,31.84,76.43,12.95,1
66.82,31.88,72.39,81.1,1
61.95,12.13,33.56,48.37,1
46.35,25.94,93.23,14.6,1
37.98,20.83,26.16,46.52,2
86.33,49.97,91.44,25.31,1
51.91,22.33,38.14,22.36,2
47.92,45.38,21.71,95.77,2
2.56,37.05,84.4,36.2,2
34.12,23.64,10.22,4.64,2
38.02,31.74,84.89,97.03,1
39.88,43.62,33.61,79.48,2
58.02,45.33,89.62,25.44,1
53.36,16.42,72.23,40.89,1
60.79,23.58,69.96,86.23,1
76.49,23.41,42.88,35.74,1
81.3,11.68,15.35,56.74,1
71.81,33.93,84.71,53.49,1
95.55,44.19,25.38,40.13,1
1.82,25.26,43.5,63.95,2
19.58,39.6,64.03,47.33,2
0.76,35.11,53.4,2.12,3
64.75,25.03,27.88,81.44,1
89.8,15.64,22.66,11.32,1
24.35,38.37,21.09,46.41,2
92.7,44.18,87.67,57.99,0
6.03,37.43,12.84,70.55,3
93.44,10.72,97.93,41.08,0
35.16,18.65,27.87,73.55,2
10.14,12.78,19.93,13.14,3
48.59,32.82,61.93,65.34,1
25.68,40.26,17.2,82.63,2
28.49,14.42,64.22,88.94,1
30.73,43.53,86.56,57.96,2
80.3,32.22,14.31,31.29,1
53.92,37.6,81.99,16.34,1
31.13,48.86,45.5,34.56,2
61.03,13.35,24.35,54.0,1
71.62,46.05,25.85,19.63,2
27.26,15.04,92.69,95.25,1
41.35,25.72,19.95,89.71,2
12.19,44.06,88.01,3.3,2
18.11,46.25,58.98,56.2,2
68.11,30.25,13.52,78.93,1
18.14,33.76,51.8,24.54,2
52.52,38.33,83.57,52.39,1
70.9,43.31,75.36,40.6,1
10.69,14.86,53.99,19.65,2
56.73,42.4,87.4,61.47,1
25.66,29.25,20.83,99.37,2
96.29,28.02,91.89,36.53,0
48.35,26.96,86.18,55.24,1
80.6,30.37,73.74,32.79,1
55.02,47.8,83.61,87.69,1
4.34,31.93,58.94,86.46,2
63.32,48.13,70.76,17.88,1
